"Codigo","Estado"
3201352,"Activo"
3203002,"Activo"
3203004,"Activo"
3203005,"Activo"
3203006,"Activo"
3203007,"Activo"
3203008,"Activo"
3203009,"Activo"
3203010,"Activo"
3203011,"Activo"
3203012,"Activo"
3203013,"Activo"
3203014,"Activo"
3203015,"Activo"
3203016,"Activo"
3203017,"Activo"
3203018,"Activo"
3203019,"Activo"
3203020,"Activo"
3203021,"Activo"
3203022,"Activo"
3203023,"Activo"
3203024,"Activo"
3203025,"Activo"
3203026,"Activo"
3203027,"Activo"
3203028,"Activo"
3203029,"Activo"
3203030,"Activo"
3203031,"Activo"
3203032,"Activo"
3203033,"Activo"
3203034,"Activo"
3203035,"Activo"
3203036,"Activo"
3203037,"Activo"
3203038,"Activo"
3203039,"Activo"
3203040,"Activo"
3204001,"Activo"
3204003,"Activo"
3204005,"Activo"
3204006,"Activo"
3204007,"Activo"
3204009,"Activo"
3204014,"Activo"
3204015,"Activo"
3204016,"Activo"
3204017,"Activo"
3204019,"Activo"
3204020,"Activo"
3204021,"Activo"
3204022,"Activo"
3204023,"Activo"
3204024,"Activo"
3204025,"Activo"
3204026,"Activo"
3206001,"Activo"
3206003,"Activo"
3206005,"Activo"
3206007,"Activo"
3206008,"Activo"
3206011,"Activo"
3206015,"Activo"
3206016,"Activo"
3206019,"Activo"
3206020,"Activo"
3206028,"Activo"
3206030,"Activo"
3206036,"Activo"
3206047,"Activo"
3206048,"Activo"
3206052,"Activo"
3206054,"Activo"
3206056,"Activo"
3206057,"Activo"
3206058,"Activo"
3206059,"Activo"
3206060,"Activo"
3206061,"Activo"
3206062,"Activo"
3206063,"Activo"
3206064,"Activo"
3206065,"Activo"
3206066,"Activo"
3206067,"Activo"
3206068,"Activo"
3206069,"Activo"
3206070,"Activo"
3206071,"Activo"
3206072,"Activo"
3206073,"Activo"
3206074,"Activo"
3206075,"Activo"
3206076,"Activo"
3206077,"Activo"
3206078,"Activo"
3206079,"Activo"
3206080,"Activo"
3206081,"Activo"
3206082,"Activo"
3206083,"Activo"
3206084,"Activo"
3206085,"Activo"
3206086,"Activo"
3206087,"Activo"
3206088,"Activo"
3206089,"Activo"
3206090,"Activo"
3206091,"Activo"
3206092,"Activo"
3207002,"Activo"
3207004,"Activo"
3207005,"Activo"
3207008,"Activo"
3207009,"Activo"
3207010,"Activo"
3207011,"Activo"
3207012,"Activo"
3207013,"Activo"
3208002,"Activo"
3208003,"Activo"
3208004,"Activo"
3208005,"Activo"
3208006,"Activo"
3208007,"Activo"
3208009,"Activo"
3208011,"Activo"
3208013,"Activo"
3208016,"Activo"
3208017,"Activo"
3208018,"Activo"
3208019,"Activo"
3208021,"Activo"
3208022,"Activo"
3208023,"Activo"
3208024,"Activo"
3208025,"Activo"
3208026,"Activo"
3208027,"Activo"
3208028,"Activo"
3208029,"Activo"
3208030,"Activo"
3208031,"Activo"
3208032,"Activo"
3208033,"Activo"
3208034,"Activo"
3208035,"Activo"
3208036,"Activo"
3208037,"Activo"
3208038,"Activo"
3208039,"Activo"
3208040,"Activo"
3208041,"Activo"
3208042,"Activo"
3208043,"Activo"
3208044,"Activo"
3208045,"Activo"
3208046,"Activo"
3208047,"Activo"
3208048,"Activo"
3208049,"Activo"
3208050,"Activo"
3208051,"Activo"
3208052,"Activo"
3208053,"Activo"
3208054,"Activo"
3208055,"Activo"
3208056,"Activo"
3210001,"Activo"
3210002,"Activo"
3210003,"Activo"
3210004,"Activo"
3210005,"Activo"
3211002,"Activo"
3211003,"Activo"
3211004,"Activo"
3211005,"Activo"
3211006,"Activo"
3211008,"Activo"
3211009,"Activo"
3211010,"Activo"
3211011,"Activo"
3211012,"Activo"
3211013,"Activo"
3211014,"Activo"
3211015,"Activo"
3211016,"Activo"
3211017,"Activo"
3211018,"Activo"
3211019,"Activo"
3211020,"Activo"
3211021,"Activo"
3211022,"Activo"
3211023,"Activo"
3211024,"Activo"
3211025,"Activo"
3211026,"Activo"
3211027,"Activo"
3211028,"Activo"
3211029,"Activo"
3211030,"Activo"
3212004,"Activo"
3212005,"Activo"
3212006,"Activo"
3212007,"Activo"
3212009,"Activo"
3212080,"Activo"
3212081,"Activo"
3212082,"Activo"
3212083,"Activo"
3212084,"Activo"
3212085,"Activo"
3212086,"Activo"
3212087,"Activo"
3212088,"Activo"
3212089,"Activo"
3212090,"Activo"
3212091,"Activo"
3212092,"Activo"
3212093,"Activo"
3212094,"Activo"
3212095,"Activo"
3212096,"Activo"
3212097,"Activo"
3212098,"Activo"
3212099,"Activo"
3212100,"Activo"
3212101,"Activo"
3222001,"Activo"
3222002,"Activo"
3222003,"Activo"
3226001,"Activo"
3226002,"Activo"
3226003,"Activo"
3226004,"Activo"
3226005,"Activo"
3226006,"Activo"
3226007,"Activo"
3226008,"Activo"
3226009,"Activo"
3226010,"Activo"
3226011,"Activo"
3317005,"Activo"
3317006,"Activo"
3317007,"Activo"
3317008,"Activo"
3317009,"Activo"
3317010,"Activo"
3317012,"Activo"
3317013,"Activo"
3317014,"Activo"
3317015,"Activo"
3317016,"Activo"
3317017,"Activo"
3317018,"Activo"
3317019,"Activo"
3317020,"Activo"
3317021,"Activo"
3317022,"Activo"
3317023,"Activo"
3317024,"Activo"
3317025,"Activo"
3317026,"Activo"
3317027,"Activo"
3317028,"Activo"
3317029,"Activo"
3317030,"Activo"
3317031,"Activo"
3317032,"Activo"
3317033,"Activo"
3317034,"Activo"
3317035,"Activo"
3317036,"Activo"
3317037,"Activo"
3317038,"Activo"
3317039,"Activo"
3317040,"Activo"
3317041,"Activo"
3317042,"Activo"
3317043,"Activo"
3317044,"Activo"
3317045,"Activo"
3317046,"Activo"
3317047,"Activo"
3317048,"Activo"
3317049,"Activo"
3317050,"Activo"
3317051,"Activo"
3317052,"Activo"
3317053,"Activo"
3317054,"Activo"
3317055,"Activo"
3317056,"Activo"
3317057,"Activo"
3317058,"Activo"
3317059,"Activo"
3317060,"Activo"
3317061,"Activo"
3317062,"Activo"
3317063,"Activo"
3317064,"Activo"
3317065,"Activo"
3317066,"Activo"
3317067,"Activo"
3317068,"Activo"
3317069,"Activo"
3317070,"Activo"
3317071,"Activo"
3317072,"Activo"
3317073,"Activo"
3317074,"Activo"
3317075,"Activo"
3317076,"Activo"
3317077,"Activo"
3317078,"Activo"
3317079,"Activo"
3317080,"Activo"
3317081,"Activo"
3317082,"Activo"
3317083,"Activo"
3319001,"Activo"
3401002,"Activo"
3401003,"Activo"
3401004,"Activo"
3401005,"Activo"
3401007,"Activo"
3401008,"Activo"
3401010,"Activo"
3401013,"Activo"
3401014,"Activo"
3401015,"Activo"
3401016,"Activo"
3401018,"Activo"
3401019,"Activo"
3401021,"Activo"
3401022,"Activo"
3401023,"Activo"
3401024,"Activo"
3401027,"Activo"
3401028,"Activo"
3401029,"Activo"
3401030,"Activo"
3401032,"Activo"
3401034,"Activo"
3401035,"Activo"
3401036,"Activo"
3401037,"Activo"
3401038,"Activo"
3401039,"Activo"
3401040,"Activo"
3401041,"Activo"
3401042,"Activo"
3401043,"Activo"
3401044,"Activo"
3401045,"Activo"
3401046,"Activo"
3401047,"Activo"
3401048,"Activo"
3401051,"Activo"
3401052,"Activo"
3401053,"Activo"
3401054,"Activo"
3401057,"Activo"
3401058,"Activo"
3401059,"Activo"
3401061,"Activo"
3401062,"Activo"
3401064,"Activo"
3401066,"Activo"
3401067,"Activo"
3401068,"Activo"
3401069,"Activo"
3401070,"Activo"
3401073,"Activo"
3401074,"Activo"
3401076,"Activo"
3401077,"Activo"
3401079,"Activo"
3401080,"Activo"
3401082,"Activo"
3401083,"Activo"
3401085,"Activo"
3401087,"Activo"
3401089,"Activo"
3401092,"Activo"
3401093,"Activo"
3401094,"Activo"
3401097,"Activo"
3401098,"Activo"
3401099,"Activo"
3401100,"Activo"
3401101,"Activo"
3401102,"Activo"
3401104,"Activo"
3401105,"Activo"
3401106,"Activo"
3401107,"Activo"
3401108,"Activo"
3401109,"Activo"
3401110,"Activo"
3401111,"Activo"
3401112,"Activo"
3401113,"Activo"
3401114,"Activo"
3401115,"Activo"
3401116,"Activo"
3401117,"Activo"
3401118,"Activo"
3401119,"Activo"
3401120,"Activo"
3401121,"Activo"
3401122,"Activo"
3401123,"Activo"
3401124,"Activo"
3401125,"Activo"
3401126,"Activo"
3401127,"Activo"
3401128,"Activo"
3401129,"Activo"
3401130,"Activo"
3401131,"Activo"
3401132,"Activo"
3401133,"Activo"
3401134,"Activo"
3401135,"Activo"
3401136,"Activo"
3401137,"Activo"
3401138,"Activo"
3401139,"Activo"
3401140,"Activo"
3401141,"Activo"
3401142,"Activo"
3401143,"Activo"
3401144,"Activo"
3401145,"Activo"
3401146,"Activo"
3401147,"Activo"
3401148,"Activo"
3401149,"Activo"
3401150,"Activo"
3401151,"Activo"
3401152,"Activo"
3401153,"Activo"
3401154,"Activo"
3401155,"Activo"
3401156,"Activo"
3401157,"Activo"
3401158,"Activo"
3401159,"Activo"
3401160,"Activo"
3401161,"Activo"
3406002,"Activo"
3406003,"Activo"
3406005,"Activo"
3406006,"Activo"
3406007,"Activo"
3406009,"Activo"
3406010,"Activo"
3406012,"Activo"
3406016,"Activo"
3406020,"Activo"
3406022,"Activo"
3406023,"Activo"
3406024,"Activo"
3406025,"Activo"
3406026,"Activo"
3406027,"Activo"
3406028,"Activo"
3406029,"Activo"
3406030,"Activo"
3406031,"Activo"
3406032,"Activo"
3406033,"Activo"
3406034,"Activo"
3406035,"Activo"
3408001,"Activo"
3408002,"Activo"
3408008,"Activo"
3408011,"Activo"
3408044,"Activo"
3408045,"Activo"
3408046,"Activo"
3408047,"Activo"
3408048,"Activo"
3408049,"Activo"
3408050,"Activo"
3408051,"Activo"
3408052,"Activo"
3408053,"Activo"
3408054,"Activo"
3408055,"Activo"
3408056,"Activo"
3408057,"Activo"
3417005,"Activo"
3417010,"Activo"
3417017,"Activo"
3417025,"Activo"
3417026,"Activo"
3417028,"Activo"
3417032,"Activo"
3417044,"Activo"
3417051,"Activo"
3417052,"Activo"
3417054,"Activo"
3417059,"Activo"
3417063,"Activo"
3417069,"Activo"
3417088,"Activo"
3417091,"Activo"
3417093,"Activo"
3417099,"Activo"
3417100,"Activo"
3417101,"Activo"
3417102,"Activo"
3417103,"Activo"
3417104,"Activo"
3417105,"Activo"
3417106,"Activo"
3417108,"Activo"
3417109,"Activo"
3417110,"Activo"
3417112,"Activo"
3417113,"Activo"
3417114,"Activo"
3417115,"Activo"
3417116,"Activo"
3417117,"Activo"
3417118,"Activo"
3417119,"Activo"
3417120,"Activo"
3417121,"Activo"
3417122,"Activo"
3417123,"Activo"
3417124,"Activo"
3417125,"Activo"
3417126,"Activo"
3417127,"Activo"
3417128,"Activo"
3417129,"Activo"
3417130,"Activo"
3417131,"Activo"
3417132,"Activo"
3417133,"Activo"
3417134,"Activo"
3417135,"Activo"
3417136,"Activo"
3417137,"Activo"
3417138,"Activo"
3417139,"Activo"
3417140,"Activo"
3417141,"Activo"
3417142,"Activo"
3417143,"Activo"
3417144,"Activo"
3417145,"Activo"
3417146,"Activo"
3417147,"Activo"
3417148,"Activo"
3417149,"Activo"
3417150,"Activo"
3417151,"Activo"
3417152,"Activo"
3417153,"Activo"
3417154,"Activo"
3417155,"Activo"
3417156,"Activo"
3417157,"Activo"
3417158,"Activo"
3417159,"Activo"
3417160,"Activo"
3417161,"Activo"
3417162,"Activo"
3417163,"Activo"
3417164,"Activo"
3417165,"Activo"
3417166,"Activo"
3417167,"Activo"
3417168,"Activo"
3417169,"Activo"
3417170,"Activo"
3417171,"Activo"
3417172,"Activo"
3417173,"Activo"
3417174,"Activo"
3417175,"Activo"
3417176,"Activo"
3417177,"Activo"
3417178,"Activo"
3417179,"Activo"
3417180,"Activo"
3417181,"Activo"
3417182,"Activo"
3417183,"Activo"
3417184,"Activo"
3417185,"Activo"
3417186,"Activo"
3417187,"Activo"
3417188,"Activo"
3417189,"Activo"
3417190,"Activo"
3417191,"Activo"
3418001,"Activo"
3418002,"Activo"
3418003,"Activo"
3418004,"Activo"
3418006,"Activo"
3418007,"Activo"
3418008,"Activo"
3418009,"Activo"
3418010,"Activo"
3418011,"Activo"
3418014,"Activo"
3418017,"Activo"
3418018,"Activo"
3418019,"Activo"
3418020,"Activo"
3418029,"Activo"
3418030,"Activo"
3418031,"Activo"
3418032,"Activo"
3418034,"Activo"
3418036,"Activo"
3418037,"Activo"
3418038,"Activo"
3418039,"Activo"
3418042,"Activo"
3418043,"Activo"
3418047,"Activo"
3418049,"Activo"
3418051,"Activo"
3418054,"Activo"
3418055,"Activo"
3418056,"Activo"
3418057,"Activo"
3418058,"Activo"
3418060,"Activo"
3418061,"Activo"
3418062,"Activo"
3418063,"Activo"
3418065,"Activo"
3418067,"Activo"
3418068,"Activo"
3418069,"Activo"
3418070,"Activo"
3418073,"Activo"
3418076,"Activo"
3419002,"Activo"
3419003,"Activo"
3419004,"Activo"
3419005,"Activo"
3419006,"Activo"
3419007,"Activo"
3419008,"Activo"
3419009,"Activo"
3421001,"Activo"
3421002,"Activo"
3504001,"Activo"
3522001,"Activo"
3526001,"Activo"
3603001,"Activo"
3603002,"Activo"
3603003,"Activo"
3603081,"Activo"
3603082,"Activo"
3603083,"Activo"
3603084,"Activo"
3603085,"Activo"
3603086,"Activo"
3603087,"Activo"
3603088,"Activo"
3603089,"Activo"
3604005,"Activo"
3604010,"Activo"
3604011,"Activo"
3604013,"Activo"
3604016,"Activo"
3604017,"Activo"
3604018,"Activo"
3604022,"Activo"
3604023,"Activo"
3604080,"Activo"
3604082,"Activo"
3604083,"Activo"
3604084,"Activo"
3604085,"Activo"
3604086,"Activo"
3604087,"Activo"
3604088,"Activo"
3604089,"Activo"
3604090,"Activo"
3604091,"Activo"
3604092,"Activo"
3604093,"Activo"
3604094,"Activo"
3610001,"Activo"
3610006,"Activo"
3610007,"Activo"
3610009,"Activo"
3610081,"Activo"
3610082,"Activo"
3610083,"Activo"
3610086,"Activo"
3610088,"Activo"
3610089,"Activo"
3610090,"Activo"
3610091,"Activo"
3610092,"Activo"
3610093,"Activo"
3610094,"Activo"
3610095,"Activo"
3610096,"Activo"
3610097,"Activo"
3610098,"Activo"
3610099,"Activo"
3610100,"Activo"
3610101,"Activo"
3610102,"Activo"
3610103,"Activo"
3610104,"Activo"
3610105,"Activo"
3610106,"Activo"
3611001,"Activo"
3611002,"Activo"
3611010,"Activo"
3611011,"Activo"
3611012,"Activo"
3611080,"Activo"
3611083,"Activo"
3611084,"Activo"
3611085,"Activo"
3611086,"Activo"
3611087,"Activo"
3611088,"Activo"
3611089,"Activo"
3611090,"Activo"
3611091,"Activo"
3611092,"Activo"
3611093,"Activo"
3611094,"Activo"
3611095,"Activo"
3611096,"Activo"
3611097,"Activo"
3611098,"Activo"
3611099,"Activo"
3611100,"Activo"
3611101,"Activo"
3611102,"Activo"
3611103,"Activo"
3611104,"Activo"
3611105,"Activo"
3611106,"Activo"
3611107,"Activo"
3611108,"Activo"
3611109,"Activo"
3611110,"Activo"
3611111,"Activo"
3611112,"Activo"
3611113,"Activo"
3612002,"Activo"
3612003,"Activo"
3612004,"Activo"
3612005,"Activo"
3612006,"Activo"
3612009,"Activo"
3612080,"Activo"
3612081,"Activo"
3612082,"Activo"
3612083,"Activo"
3612084,"Activo"
3612085,"Activo"
3612086,"Activo"
3612087,"Activo"
3612088,"Activo"
3612089,"Activo"
3612090,"Activo"
3612091,"Activo"
3612092,"Activo"
3612093,"Activo"
3612094,"Activo"
3612095,"Activo"
3612096,"Activo"
3612097,"Activo"
3612098,"Activo"
3612099,"Activo"
3622001,"Activo"
3622002,"Activo"
3622003,"Activo"
3622004,"Activo"
3622005,"Activo"
3622006,"Activo"
3622008,"Activo"
3622010,"Activo"
3622012,"Activo"
3622013,"Activo"
3622014,"Activo"
3622016,"Activo"
3622020,"Activo"
3622021,"Activo"
3622022,"Activo"
3622023,"Activo"
3622026,"Activo"
3622028,"Activo"
3622080,"Activo"
3622081,"Activo"
3622084,"Activo"
3622085,"Activo"
3622086,"Activo"
3622089,"Activo"
3622090,"Activo"
3622091,"Activo"
3622092,"Activo"
3622093,"Activo"
3622094,"Activo"
3622095,"Activo"
3622096,"Activo"
3622097,"Activo"
3622098,"Activo"
3622099,"Activo"
3622100,"Activo"
3622101,"Activo"
3622102,"Activo"
3622103,"Activo"
3622104,"Activo"
3622105,"Activo"
3622106,"Activo"
3622107,"Activo"
3622108,"Activo"
3622109,"Activo"
3622110,"Activo"
3622111,"Activo"
3622112,"Activo"
3622113,"Activo"
3622114,"Activo"
3626001,"Activo"
3626004,"Activo"
3626005,"Activo"
3626006,"Activo"
3626007,"Activo"
3626080,"Activo"
3626081,"Activo"
3626082,"Activo"
3626083,"Activo"
3626084,"Activo"
3626085,"Activo"
3626086,"Activo"
3626087,"Activo"
3626088,"Activo"
3626089,"Activo"
3626090,"Activo"
3626091,"Activo"
3626092,"Activo"
3626093,"Activo"
3626094,"Activo"
3626095,"Activo"
3626096,"Activo"
3626097,"Activo"
3626098,"Activo"
3626099,"Activo"
3703001,"Activo"
3703002,"Activo"
3703004,"Activo"
3703005,"Activo"
3703006,"Activo"
3703007,"Activo"
3703008,"Activo"
3703009,"Activo"
3703010,"Activo"
3703011,"Activo"
3703012,"Activo"
3703013,"Activo"
3703014,"Activo"
3703015,"Activo"
3703016,"Activo"
3703017,"Activo"
3703018,"Activo"
3703019,"Activo"
3703020,"Activo"
3703021,"Activo"
3703022,"Activo"
3704001,"Activo"
3704002,"Activo"
3704004,"Activo"
3704005,"Activo"
3704009,"Activo"
3704011,"Activo"
3704012,"Activo"
3704013,"Activo"
3704014,"Activo"
3704015,"Activo"
3704016,"Activo"
3704017,"Activo"
3704018,"Activo"
3704019,"Activo"
3704020,"Activo"
3704021,"Activo"
3704022,"Activo"
3704023,"Activo"
3704024,"Activo"
3704025,"Activo"
3704026,"Activo"
3704027,"Activo"
3704028,"Activo"
3704029,"Activo"
3704030,"Activo"
3704031,"Activo"
3704032,"Activo"
3704033,"Activo"
3704034,"Activo"
3704035,"Activo"
3704036,"Activo"
3704037,"Activo"
3704038,"Activo"
3704039,"Activo"
3704040,"Activo"
3710001,"Activo"
3710002,"Activo"
3710003,"Activo"
3710004,"Activo"
3710005,"Activo"
3710006,"Activo"
3710007,"Activo"
3710008,"Activo"
3710009,"Activo"
3710010,"Activo"
3710011,"Activo"
3710012,"Activo"
3710013,"Activo"
3710014,"Activo"
3710015,"Activo"
3710016,"Activo"
3710017,"Activo"
3710018,"Activo"
3710019,"Activo"
3710020,"Activo"
3710021,"Activo"
3710022,"Activo"
3710023,"Activo"
3710024,"Activo"
3710025,"Activo"
3710026,"Activo"
3710027,"Activo"
3711001,"Activo"
3711002,"Activo"
3711003,"Activo"
3711004,"Activo"
3711005,"Activo"
3711006,"Activo"
3711008,"Activo"
3711009,"Activo"
3711010,"Activo"
3711011,"Activo"
3711012,"Activo"
3711013,"Activo"
3711014,"Activo"
3711015,"Activo"
3711016,"Activo"
3711017,"Activo"
3711018,"Activo"
3711019,"Activo"
3711020,"Activo"
3711021,"Activo"
3711022,"Activo"
3711023,"Activo"
3711024,"Activo"
3711025,"Activo"
3711026,"Activo"
3711027,"Activo"
3711028,"Activo"
3711029,"Activo"
3711030,"Activo"
3711031,"Activo"
3711032,"Activo"
3711033,"Activo"
3711034,"Activo"
3711035,"Activo"
3711036,"Activo"
3711037,"Activo"
3711038,"Activo"
3711039,"Activo"
3711040,"Activo"
3711041,"Activo"
3711042,"Activo"
3711043,"Activo"
3711044,"Activo"
3711045,"Activo"
3711046,"Activo"
3711047,"Activo"
3711048,"Activo"
3711049,"Activo"
3711050,"Activo"
3711051,"Activo"
3712001,"Activo"
3712003,"Activo"
3712004,"Activo"
3712080,"Activo"
3712081,"Activo"
3712082,"Activo"
3712083,"Activo"
3712084,"Activo"
3712085,"Activo"
3712086,"Activo"
3712088,"Activo"
3712089,"Activo"
3712090,"Activo"
3712091,"Activo"
3712092,"Activo"
3712093,"Activo"
3712094,"Activo"
3712095,"Activo"
3712096,"Activo"
3712097,"Activo"
3712098,"Activo"
3712099,"Activo"
3712100,"Activo"
3712101,"Activo"
3712102,"Activo"
3712103,"Activo"
3712104,"Activo"
3712105,"Activo"
3712106,"Activo"
3712107,"Activo"
3712108,"Activo"
3712109,"Activo"
3712110,"Activo"
3712111,"Activo"
3712112,"Activo"
3712113,"Activo"
3712114,"Activo"
3712115,"Activo"
3712116,"Activo"
3712117,"Activo"
3712118,"Activo"
3712119,"Activo"
3712120,"Activo"
3712121,"Activo"
3712122,"Activo"
3712123,"Activo"
3712124,"Activo"
3712125,"Activo"
3712126,"Activo"
3712127,"Activo"
3712128,"Activo"
3712129,"Activo"
3712130,"Activo"
3712131,"Activo"
3712132,"Activo"
3712133,"Activo"
3712134,"Activo"
3712135,"Activo"
3712136,"Activo"
3722002,"Activo"
3722003,"Activo"
3722005,"Activo"
3722006,"Activo"
3722007,"Activo"
3722008,"Activo"
3726002,"Activo"
3726003,"Activo"
3726004,"Activo"
3726005,"Activo"
3726006,"Activo"
3726007,"Activo"
3726008,"Activo"
3726009,"Activo"
3726010,"Activo"
3726011,"Activo"
3726012,"Activo"
3726013,"Activo"
3726014,"Activo"
3801001,"Activo"
3806002,"Activo"
3806003,"Activo"
3806004,"Activo"
3808004,"Activo"
3808005,"Activo"
3808006,"Activo"
3820004,"Activo"
3821001,"Activo"
3826001,"Activo"
3917010,"Activo"
4001001,"Activo"
4001003,"Activo"
4001004,"Activo"
4001005,"Activo"
4001006,"Activo"
4001007,"Activo"
4001008,"Activo"
4001009,"Activo"
4001010,"Activo"
4001011,"Activo"
4001012,"Activo"
4001013,"Activo"
4001014,"Activo"
4001015,"Activo"
4001016,"Activo"
4001017,"Activo"
4001018,"Activo"
4001019,"Activo"
4001020,"Activo"
4001021,"Activo"
4001022,"Activo"
4001023,"Activo"
4001024,"Activo"
4006001,"Activo"
4006002,"Activo"
4006003,"Activo"
4206005,"Activo"
4206006,"Activo"
4206007,"Activo"
4206009,"Activo"
4206011,"Activo"
4206012,"Activo"
4206014,"Activo"
4206015,"Activo"
4206016,"Activo"
4206018,"Activo"
4206019,"Activo"
4206021,"Activo"
4206025,"Activo"
4206026,"Activo"
4206027,"Activo"
4206028,"Activo"
4206032,"Activo"
4206033,"Activo"
4206034,"Activo"
4206038,"Activo"
4206039,"Activo"
4206041,"Activo"
4206042,"Activo"
4206044,"Activo"
4206046,"Activo"
4206047,"Activo"
4206048,"Activo"
4206049,"Activo"
4206050,"Activo"
4206051,"Activo"
4206052,"Activo"
4206053,"Activo"
4206054,"Activo"
4206055,"Activo"
4206056,"Activo"
4206057,"Activo"
4206058,"Activo"
4206059,"Activo"
4206060,"Activo"
4206061,"Activo"
4208001,"Activo"
4208002,"Activo"
4208003,"Activo"
4208005,"Activo"
4208006,"Activo"
4208009,"Activo"
4208012,"Activo"
4208013,"Activo"
4208019,"Activo"
4208020,"Activo"
4208021,"Activo"
4208022,"Activo"
4208024,"Activo"
4208027,"Activo"
4208028,"Activo"
4208029,"Activo"
4208030,"Activo"
4208031,"Activo"
4208035,"Activo"
4208036,"Activo"
4208037,"Activo"
4208038,"Activo"
4208039,"Activo"
4208040,"Activo"
4208043,"Activo"
4208044,"Activo"
4208045,"Activo"
4208046,"Activo"
4208047,"Activo"
4208048,"Activo"
4208049,"Activo"
4208050,"Activo"
4208052,"Activo"
4208053,"Activo"
4208054,"Activo"
4208056,"Activo"
4208058,"Activo"
4208059,"Activo"
4208061,"Activo"
4208062,"Activo"
4208063,"Activo"
4208066,"Activo"
4208067,"Activo"
4208068,"Activo"
4208069,"Activo"
4208070,"Activo"
4208071,"Activo"
4208072,"Activo"
4208073,"Activo"
4208074,"Activo"
4208075,"Activo"
4208076,"Activo"
4208077,"Activo"
4208078,"Activo"
4208079,"Activo"
4208080,"Activo"
4208081,"Activo"
4208082,"Activo"
4208083,"Activo"
4208084,"Activo"
4208085,"Activo"
4208086,"Activo"
4208087,"Activo"
4208088,"Activo"
4208089,"Activo"
4208090,"Activo"
4208091,"Activo"
4208092,"Activo"
4208093,"Activo"
4208094,"Activo"
4208095,"Activo"
4208096,"Activo"
4208097,"Activo"
4208098,"Activo"
4208099,"Activo"
4208100,"Activo"
4208101,"Activo"
4208102,"Activo"
4208103,"Activo"
4208104,"Activo"
4208105,"Activo"
4208106,"Activo"
4208107,"Activo"
4208108,"Activo"
4208109,"Activo"
4208110,"Activo"
4208111,"Activo"
4208112,"Activo"
4208113,"Activo"
4220001,"Activo"
4220002,"Activo"
4304001,"Activo"
4312001,"Activo"
4322001,"Activo"
4322002,"Activo"
4322003,"Activo"
4322004,"Activo"
4326001,"Activo"
4326002,"Activo"
4326003,"Activo"
4326004,"Activo"
4404004,"Activo"
4404005,"Activo"
4404006,"Activo"
4404007,"Activo"
4404008,"Activo"
4404009,"Activo"
4404010,"Activo"
4410001,"Activo"
4410002,"Activo"
4410003,"Activo"
4410005,"Activo"
4410007,"Activo"
4410008,"Activo"
4410009,"Activo"
4410010,"Activo"
4410011,"Activo"
4410012,"Activo"
4411002,"Activo"
4411003,"Activo"
4411004,"Activo"
4411005,"Activo"
4411006,"Activo"
4411007,"Activo"
4411008,"Activo"
4412002,"Activo"
4412003,"Activo"
4412004,"Activo"
4412005,"Activo"
4412006,"Activo"
4412007,"Activo"
4412008,"Activo"
4412009,"Activo"
4422001,"Activo"
4422002,"Activo"
4422003,"Activo"
4422004,"Activo"
4422005,"Activo"
4422006,"Activo"
4422007,"Activo"
4422009,"Activo"
4422013,"Activo"
4422014,"Activo"
4422015,"Activo"
4422080,"Activo"
4422081,"Activo"
4422082,"Activo"
4422083,"Activo"
4422084,"Activo"
4422085,"Activo"
4422086,"Activo"
4422087,"Activo"
4422088,"Activo"
4422089,"Activo"
4426001,"Activo"
4426002,"Activo"
4426003,"Activo"
4426004,"Activo"
4426005,"Activo"
4426006,"Activo"
4426007,"Activo"
4426008,"Activo"
4517006,"Activo"
4517012,"Activo"
4517015,"Activo"
4517021,"Activo"
4517025,"Activo"
4517033,"Activo"
4517054,"Activo"
4517059,"Activo"
4517060,"Activo"
4517061,"Activo"
4517062,"Activo"
4517065,"Activo"
4517067,"Activo"
4517068,"Activo"
4517070,"Activo"
4517071,"Activo"
4517072,"Activo"
4517073,"Activo"
4517075,"Activo"
4517079,"Activo"
4517082,"Activo"
4517087,"Activo"
4517092,"Activo"
4517093,"Activo"
4517094,"Activo"
4517095,"Activo"
4517096,"Activo"
4517097,"Activo"
4517098,"Activo"
4517099,"Activo"
4517100,"Activo"
4517101,"Activo"
4517102,"Activo"
4517103,"Activo"
4517104,"Activo"
4517105,"Activo"
4517106,"Activo"
4517107,"Activo"
4517108,"Activo"
4517109,"Activo"
4517110,"Activo"
4517111,"Activo"
4517112,"Activo"
4517113,"Activo"
4517114,"Activo"
4517115,"Activo"
4517116,"Activo"
4517117,"Activo"
4517118,"Activo"
4517119,"Activo"
4517120,"Activo"
4517121,"Activo"
4517122,"Activo"
4517123,"Activo"
4517124,"Activo"
4517125,"Activo"
4517126,"Activo"
4517127,"Activo"
4517128,"Activo"
4517129,"Activo"
4517130,"Activo"
4517131,"Activo"
4517132,"Activo"
4517133,"Activo"
4517134,"Activo"
4517135,"Activo"
4517136,"Activo"
4517137,"Activo"
4517138,"Activo"
4517139,"Activo"
4517140,"Activo"
4517141,"Activo"
4517142,"Activo"
4519001,"Activo"
4519002,"Activo"
4519003,"Activo"
4519004,"Activo"
4519005,"Activo"
4519006,"Activo"
4519007,"Activo"
4519008,"Activo"
4519009,"Activo"
4519010,"Activo"
4519011,"Activo"
4601006,"Activo"
4601007,"Activo"
4601008,"Activo"
4601009,"Activo"
4601010,"Activo"
